index,prediction,probability,true_label,truncated
0e98c7e8e7d92d64d9aa2214db1d3c48cfb2c398,BugFix,0.873722,BugFix,True
7a6ec41d8bc104e8bf2bb2f2950a3a8d567b0447,BugFix,0.873743,BugFix,True
7afc78579e7ce77a4b1c6000cd199462ba0dd279,BugFix,0.873678,BugFix,False
4a9267ee77abd1e0938543031628c74d236acf0a,BugFix,0.873738,BugFix,True
260be7807abad2302323213bf0289fbd09525adf,BugFix,0.873398,BugFix,True
26e19be4a499eef06d5ef5450a3ffa6a1441c67c,BugFix,0.873668,BugFix,False
bfd7e64d9fdbe902d74cc96d4577b6d5cfaf60a0,BugFix,0.873701,BugFix,False
5fd65be3cf7bbbade37b51b9a0e1e84b8f55cf58,BugFix,0.873713,BugFix,False
633e5ad362943a6eb043fa68da2963929466b796,BugFix,0.873130,BugFix,False
10139f1c2e9c473bbf2412b34ee76d6427c659a6,BugFix,0.873712,BugFix,False
10de9d02e4ee08b2dc07e0035b0ab9bf7f43781a,BugFix,0.873764,BugFix,False
5d4b069c85dc28642f22a01650482f8c1ddcfd06,BugFix,0.873734,BugFix,True
5db1b4d46aa1ad050331e60c7ac731295b053063,BugFix,0.873725,BugFix,True
5b54b543792fd6e0a30c1c213063b4aef3f14ea3,BugFix,0.873676,BugFix,False
b79a49fc57b65ac63f2b3d02b60734d984da6634,BugFix,0.873735,BugFix,False
b748c8980cbb6575c673625b4cf4a3f7f139662b,BugFix,0.873725,BugFix,False
6a2b9c31b1c8484471b8e140a92ec81de1fce40f,BugFix,0.873688,BugFix,False
2cc1b018fef08f73cb64e4b4be07bfc5a921c08e,BugFix,0.873721,BugFix,False
2b56e090ba91c74315e3f00123b6094e225dde73,BugFix,0.873706,BugFix,False
29a894231a9eea1198ba97b1c46650792a202911,BugFix,0.873733,BugFix,False
38431cd0773b1967d5fe5892652a585d6b9c0eb0,BugFix,0.873719,BugFix,False
1bfe47835fac48b76e96fc920db38fcda5cedffc,BugFix,0.873747,BugFix,True
1b54f1fb166ab532be0975a84ffd56193068813e,BugFix,0.873732,BugFix,False
0a3798bb3de6625f23b324c6bdc01505f11a35da,NonBugFix,0.901092,BugFix,True
0a5b47f497789dfb239af0966c90c845fb8f5532,BugFix,0.873691,BugFix,True
5223e92c2ed490cc72bb2cd34f33a2544a0410ff,BugFix,0.873680,BugFix,False
52c7559c5e825841e089181adbf30c5ae3d03a68,BugFix,0.873745,BugFix,True
e13175d8c17e8fac5e122663c81606ff7635533c,BugFix,0.873681,BugFix,False
5804d573ef6e1364e7daee37fc354a07db617a5d,NonBugFix,0.901075,BugFix,True
4d08291813a24342972a127fe07facc7df3c655c,BugFix,0.873674,BugFix,False
4d55378c47d50a909ec4ee4a31ad59a28ac52599,BugFix,0.873547,BugFix,False
4d526264f2d16db3ca68f52893657096982d979c,BugFix,0.873747,BugFix,True
a03b6ee36175620d1f22fd1148fe2086dd0195b3,BugFix,0.873682,BugFix,True
a086b9eebc4dbe2b4fb754c76bb268da0debad14,BugFix,0.873740,BugFix,True
858583237c77c142a2a4e49ba7b6c11f072ef503,BugFix,0.873555,BugFix,False
2d8f99afd4437036b1c1b04175f263ab3fe0963f,BugFix,0.873674,BugFix,False
24872e9cd57d8e7ce3351c97657943f826f198b4,BugFix,0.873682,BugFix,False
d66806cf5ce4950440f30e03698ab92762cc0220,NonBugFix,0.901123,BugFix,True
7643c5af0504ee90af08a2b85f68b8b28d4c7ddd,BugFix,0.873748,BugFix,False
0543ba408f2eecea2c425ef83735303d7898d295,BugFix,0.873661,BugFix,False
05109446550dd8cc35d222ff11201867c701c226,BugFix,0.873720,BugFix,True
05de0ed1f06bb11e09783534a712386e60f14400,BugFix,0.873711,BugFix,True
32e1cd63c0656e245bcae6b28ed6c013fcaed3cc,BugFix,0.873698,BugFix,True
ed42484be60a6bbae825cc88f9b6fab3d3af88fd,BugFix,0.873678,BugFix,True
0384bfe2b2e50d8bc40f58fd8e27779d68880a38,BugFix,0.873703,BugFix,False
0003fa6448cdd50a5b692625f8280559f58b0710,BugFix,0.873662,BugFix,False
008c38e61389e90b4f58305770990c0e75b3b8a9,BugFix,0.873692,BugFix,False
00521a7bdd238534f89b55f5e998fd046a68ff14,NonBugFix,0.900774,BugFix,True
00d899b6c93e1c63f097d44afa7a3d9c9295aa76,BugFix,0.873721,BugFix,False
003c08dc4880df367b4998cb1ad83c9388b6fd56,NonBugFix,0.898377,BugFix,False
04798229286ef81b16aaae21a3d425bafcc36dda,BugFix,0.873736,BugFix,False
02b671cea24e68eb0047ec6245463c8015745191,BugFix,0.873739,BugFix,False
02c8992faf15ba002ed774179038c3f92b139d1c,BugFix,0.873704,BugFix,False
